<Sentence id='1'>
1	pAkiswAna	NNP	<fs af='pAkiswAna,n,m,sg,3,o,0_kA,0' drel='r6:rARtrapawi' vpos='vib_2' name='pAkiswAna' chunkId='NP' chunkType='head:NP' posn='10'>
2	ke	PSP	<fs af='kA,psp,m,sg,,o,,' drel='lwg__psp:pAkiswAna' name='ke' chunkType='child:NP' posn='20'>
3	rARtrapawi	NNP	<fs af='rARtrapawi,n,m,sg,3,o,0,0' drel='nmod:muSarraPa' name='rARtrapawi' chunkId='NP2' chunkType='head:NP2' posn='30'>
4	paraveja	NNPC	<fs af='paraveja,n,m,sg,3,d,0,0' drel='pof__cn:muSarraPa' name='paraveja' chunkType='child:NP3' posn='40'>
5	muSarraPa	NNP	<fs af='muSarraPa,n,m,sg,3,o,0_ne,0' drel='k1:kahA' vpos='vib_3' name='muSarraPa' chunkId='NP3' chunkType='head:NP3' posn='50'>
6	ne	PSP	<fs af='ne,psp,,,,,,' drel='lwg__psp:muSarraPa' name='ne' chunkType='child:NP3' posn='60'>
7	kahA	VM	<fs af='kaha,v,m,sg,3,,yA_hE,yA' vpos='tam_2' name='kahA' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='70'>
8	hE	VAUX	<fs af='hE,v,any,sg,3,,hE,hE' drel='lwg__vaux:kahA' name='hE' chunkType='child:VGF' posn='80'>
9	ki	CC	<fs af='ki,avy,,,,,,' drel='k2:kahA' name='ki' chunkId='CCP' chunkType='head:CCP' posn='90'>
10	kaSmIra	NNP	<fs af='kaSmIra,n,m,sg,3,o,0_kA,0' drel='r6:mAmale' vpos='vib_2' name='kaSmIra' chunkId='NP4' chunkType='head:NP4' posn='100'>
11	ke	PSP	<fs af='kA,psp,m,sg,,o,,' drel='lwg__psp:kaSmIra' name='ke2' chunkType='child:NP4' posn='110'>
12	mAmale	NN	<fs af='mAmalA,n,m,sg,3,o,0_meM,0' drel='k7:xegA' vpos='vib_2' name='mAmale' chunkId='NP5' chunkType='head:NP5' posn='120'>
13	meM	PSP	<fs af='meM,psp,,,,,,' drel='lwg__psp:mAmale' name='meM' chunkType='child:NP5' posn='130'>
14	pAkiswAna	NNP	<fs af='pAkiswAna,n,m,sg,3,d,0,0' drel='k1:xegA' name='pAkiswAna2' chunkId='NP6' chunkType='head:NP6' posn='140'>
15	ekawaraPA	JJ	<fs af='ekawaraPA,adj,any,any,,d,,' drel='nmod__adj:riyAyawa' name='ekawaraPA' chunkType='child:NP7' posn='150'>
16	riyAyawa	NN	<fs af='riyAyawa,n,f,sg,3,d,0,0' drel='pof:xegA' name='riyAyawa' chunkId='NP7' chunkType='head:NP7' posn='160'>
17	nahIM	NEG	<fs af='nahIM,avy,,,,,,' drel='lwg__neg:xegA' name='nahIM' chunkType='child:VGF2' posn='170'>
18	xegA	VM	<fs af='xe,v,m,sg,3,,gA,gA' drel='ccof:ki' name='xegA' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='180'>
19	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:kahA' name='.' chunkId='BLK' chunkType='head:BLK' posn='190'>
</Sentence>

<Sentence id='2'>
1	unhoMne	PRP	<fs af='vaha,pn,any,sg,3h,o,ne,ne' drel='k1:kahA' name='unhoMne' chunkId='NP' chunkType='head:NP' posn='10'>
2	kahA	VM	<fs af='kaha,v,m,sg,any,,yA,yA' name='kahA' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='20'>
3	ki	CC	<fs af='ki,avy,,,,,,' drel='k2:kahA' name='ki' chunkId='CCP' chunkType='head:CCP' posn='30'>
4	kaSmIra	NNP	<fs af='kaSmIra,n,m,sg,3,d,0,0' drel='nmod__adj:samasyA' name='kaSmIra' chunkType='child:NP2' posn='40'>
5	samasyA	NN	<fs af='samasyA,n,f,sg,3,o,0_kA,0' drel='r6:samAXAna' vpos='vib_vib_3' name='samasyA' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	ke	PSP	<fs af='kA,psp,m,sg,,o,,' drel='lwg__psp:samasyA' name='ke' chunkType='child:NP2' posn='60'>
7	samAXAna	NN	<fs af='samAXAna,n,m,sg,3,o,0_ke_lie,0' drel='rt:apanAnA' vpos='vib_2_3' name='samAXAna' chunkId='NP3' chunkType='head:NP3' posn='70'>
8	ke	PSP	<fs af='ke,psp,,,,,,' drel='lwg__psp:samAXAna' name='ke2' chunkType='child:NP3' posn='80'>
9	lie	PSP	<fs af='lie,psp,,,,,,' drel='lwg__psp:samAXAna' name='lie' chunkType='child:NP3' posn='90'>
10	xonoM	QC	<fs af='xo,num,any,pl,,any,,' drel='nmod__adj:xeSoM' name='xonoM' chunkType='child:NP4' posn='100'>
11	xeSoM	NN	<fs af='xeSa,n,m,pl,3,o,0_ko,0' drel='k1:apanAnA' vpos='vib_3' name='xeSoM' chunkId='NP4' chunkType='head:NP4' posn='110'>
12	ko	PSP	<fs af='ko,psp,,,,,,' drel='lwg__psp:xeSoM' name='ko' chunkType='child:NP4' posn='120'>
13	lacIlA	JJ	<fs af='lacIlA,adj,m,sg,,d,,' drel='nmod__adj:ruKa' name='lacIlA' chunkType='child:NP5' posn='130'>
14	ruKa	NN	<fs af='ruKa,n,m,sg,3,d,0,0' drel='k2:apanAnA' name='ruKa' chunkId='NP5' chunkType='head:NP5' posn='140'>
15	apanAnA	VM	<fs af='apanA,v,m,sg,3,,nA_padZa+gA,nA' drel='ccof:ki' vpos='tam_2' name='apanAnA' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='150'>
16	padZegA	VAUX	<fs af='padZa,v,m,sg,3,,gA,gA' drel='lwg__vaux:apanAnA' name='padZegA' chunkType='child:VGF2' posn='160'>
17	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:kahA' name='.' chunkId='BLK' chunkType='head:BLK' posn='170'>
</Sentence>

<Sentence id='3'>
1	pAka	NNPC	<fs af='pAka,n,m,sg,3,d,0,0' drel='pof__cn:kaSmIra' name='pAka' chunkType='child:NP' posn='10'>
2	aXikqwa	NNPC	<fs af='aXikqwa,n,m,sg,3,d,0,0' drel='pof__cn:kaSmIra' name='aXikqwa' chunkType='child:NP' posn='20'>
3	kaSmIra	NNP	<fs af='kaSmIra,n,m,sg,3,o,0_kA,0' drel='r6:newAoM' vpos='vib_4' name='kaSmIra' chunkId='NP' chunkType='head:NP' posn='30'>
4	ke	PSP	<fs af='kA,psp,m,pl,,o,,' drel='lwg__psp:kaSmIra' name='ke' chunkType='child:NP' posn='40'>
5	newAoM	NN	<fs af='newA,n,m,pl,3,o,0_ke_sAWa,0' drel='ras-k1:kiyA' vpos='vib_2_3' name='newAoM' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	ke	PSP	<fs af='ke,psp,,,,,,' drel='lwg__psp:newAoM' name='ke2' chunkType='child:NP2' posn='60'>
7	sAWa	NST	<fs af='sAWa,nst,m,sg,3,d,,' drel='lwg__psp:newAoM' name='sAWa' chunkType='child:NP2' posn='70'>
8	eka	QC	<fs af='eka,num,any,any,,any,,' drel='nmod__adj:bETaka' name='eka' chunkType='child:NP3' posn='80'>
9	bETaka	NN	<fs af='bETaka,n,f,sg,3,o,0_meM,0' drel='k7:kiyA' vpos='vib_3' name='bETaka' chunkId='NP3' chunkType='head:NP3' posn='90'>
10	meM	PSP	<fs af='meM,psp,,,,,,' drel='lwg__psp:bETaka' name='meM' chunkType='child:NP3' posn='100'>
11	somavAra	NNP	<fs af='somavAra,n,m,sg,3,o,0_ko,0' drel='k7t:kiyA' vpos='vib_2' name='somavAra' chunkId='NP4' chunkType='head:NP4' posn='110'>
12	ko	PSP	<fs af='ko,psp,,,,,,' drel='lwg__psp:somavAra' name='ko' chunkType='child:NP4' posn='120'>
13	muSarraPa	NNP	<fs af='muSarraPa,n,m,sg,3,o,0_ne,0' drel='k1:kiyA' vpos='vib_2' name='muSarraPa' chunkId='NP5' chunkType='head:NP5' posn='130'>
14	ne	PSP	<fs af='ne,psp,,,,,,' drel='lwg__psp:muSarraPa' name='ne' chunkType='child:NP5' posn='140'>
15	kaSmIra	NNP	<fs af='kaSmIra,n,m,sg,3,d,0,0' drel='nmod__adj:samasyA' name='kaSmIra2' chunkType='child:NP6' posn='150'>
16	samasyA	NN	<fs af='samasyA,n,f,sg,3,o,0_kA,0' drel='r6:samAXAna' vpos='vib_vib_3' name='samasyA' chunkId='NP6' chunkType='head:NP6' posn='160'>
17	ke	PSP	<fs af='kA,psp,m,sg,,o,,' drel='lwg__psp:samasyA' name='ke3' chunkType='child:NP6' posn='170'>
18	samAXAna	NN	<fs af='samAXAna,n,m,sg,3,o,0_ke_lie,0' drel='rt:kiyA' vpos='vib_2_3' name='samAXAna' chunkId='NP7' chunkType='head:NP7' posn='180'>
19	ke	PSP	<fs af='ke,psp,,,,,,' drel='lwg__psp:samAXAna' name='ke4' chunkType='child:NP7' posn='190'>
20	lie	PSP	<fs af='lie,psp,,,,,,' drel='lwg__psp:samAXAna' name='lie' chunkType='child:NP7' posn='200'>
21	niyaMwraNa	NNC	<fs af='niyaMwraNa,n,m,sg,3,d,0,0' drel='pof__cn:reKA' name='niyaMwraNa' chunkType='child:NP8' posn='210'>
22	reKA	NN	<fs af='reKA,n,f,sg,3,o,0_ko,0' drel='k2:kiyA' vpos='vib_3' name='reKA' chunkId='NP8' chunkType='head:NP8' posn='220'>
23	ko	PSP	<fs af='ko,psp,,,,,,' drel='lwg__psp:reKA' name='ko2' chunkType='child:NP8' posn='230'>
24	sWAyI	JJ	<fs af='sWAyI,adj,any,any,,o,,' drel='nmod__adj:sImA' name='sWAyI' chunkType='child:NP9' posn='240'>
25	sImA	NN	<fs af='sImA,n,f,sg,3,o,0_ke_rUpa_meM,0' drel='k7:karane' vpos='vib_3_4_5' name='sImA' chunkId='NP9' chunkType='head:NP9' posn='250'>
26	ke	PSP	<fs af='ke,psp,m,,,o,,' drel='lwg__psp:sImA' name='ke5' chunkType='child:NP9' posn='260'>
27	rUpa	PSP	<fs af='rUpa,n,m,,,o,,' drel='lwg__psp:sImA' name='rUpa' chunkType='child:NP9' posn='270'>
28	meM	PSP	<fs af='meM,psp,,,,,,' drel='lwg__psp:sImA' name='meM2' chunkType='child:NP9' posn='280'>
29	svIkAra	NN	<fs af='svIkAra,n,m,sg,3,d,0,0' drel='pof:karane' name='svIkAra' chunkId='NP10' chunkType='head:NP10' posn='290'>
30	karane	VM	<fs af='kara,v,any,sg,any,o,nA_kA,nA' drel='r6:saMBAvanA' vpos='tam_2' name='karane' chunkId='VGNN' chunkType='head:VGNN' posn='300'>
31	kI	PSP	<fs af='kA,psp,f,sg,,o,,' drel='lwg__psp:karane' name='kI' chunkType='child:VGNN' posn='310'>
32	saMBAvanA	NN	<fs af='saMBAvanA,n,f,sg,3,o,0_se,0' drel='adv:kiyA' vpos='vib_2_RP' name='saMBAvanA' chunkId='NP11' chunkType='head:NP11' posn='320'>
33	se	PSP	<fs af='se,psp,,,,,,' drel='lwg__psp:saMBAvanA' name='se' chunkType='child:NP11' posn='330'>
34	BI	RP	<fs af='BI,avy,,,,,,' drel='lwg__rp:saMBAvanA' name='BI' chunkType='child:NP11' posn='340'>
35	inakAra	NN	<fs af='inakAra,n,m,sg,3,d,0,0' drel='pof:kiyA' name='inakAra' chunkId='NP12' chunkType='head:NP12' posn='350'>
36	kiyA	VM	<fs af='kara,v,m,sg,any,,yA,yA' name='kiyA' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='360'>
37	.	SYM	<fs af='.,punc,,,,,,' drel='rsym:kiyA' name='.' chunkId='BLK' chunkType='head:BLK' posn='370'>
</Sentence>

<Sentence id='4'>
