<Sentence id='1'>
1	iMspektara	NNC	<fs af='iMspektara,n,m,sg,3,d,0,0' drel='pof__cn:krAnwilAla' name='iMspektara' chunkType='child:NP' posn='10'>
2	krAnwilAla	NNP	<fs af='krAnwilAla,n,m,sg,3,d,0,0' drel='k1:bole' name='krAnwilAla' chunkId='NP' chunkType='head:NP' posn='20'>
3	garajawe	VM	<fs af='garaja,v,m,sg,any,,wA_ho+yA,wA' drel='vmod:bole' vpos='tam_2' name='garajawe' chunkId='VGNF' chunkType='head:VGNF' posn='30'>
4	hue	VAUX	<fs af='ho,v,m,sg,any,,yA,yA' drel='lwg__vaux:garajawe' name='hue' chunkType='child:VGNF' posn='40'>
5	bole	VM	<fs af='bola,v,m,sg,3h,,yA,yA' name='bole' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='50'>
6	are	INJ	<fs af='are,avy,,,,,,' drel='vmod:ho' name='are' chunkId='BLK' chunkType='head:BLK' posn='60'>
7	kOSalye	NNP	<fs af='kOSalye,n,f,sg,3,d,0,0' drel='rad:ho' name='kOSalye' chunkId='NP2' chunkType='head:NP2' posn='70'>
8	kahAM	WQ	<fs af='kahAz,pn,,,,d,,' drel='k7p:ho' name='kahAM' chunkId='NP3' chunkType='head:NP3' posn='80'>
9	ho	VM	<fs af='ho,v,any,any,any,,0,0' drel='k2:bole' name='ho' chunkId='VGF2' chunkType='head:VGF2' stype='interrogative' voicetype='active' posn='90'>
10	?	SYM	<fs af='?,punc,,,,,,' drel='rsym:bole' name='?' chunkId='BLK2' chunkType='head:BLK2' posn='100'>
</Sentence>

<Sentence id='2'>
1	kOSalyA	NNP	<fs af='kOSalyA,n,f,sg,3,d,0,0' drel='k1:bolI' name='kOSalyA' chunkId='NP' chunkType='head:NP' posn='10'>
2	rasoI	NN	<fs af='rasoI,n,f,sg,3,o,0_se,0' drel='k5:bolI' vpos='vib_2' name='rasoI' chunkId='NP2' chunkType='head:NP2' posn='20'>
3	se	PSP	<fs af='se,psp,,,,,,' drel='lwg__psp:rasoI' name='se' chunkType='child:NP2' posn='30'>
4	dayoDI	NN	<fs af='dayoDI,n,f,sg,3,o,0_para,0' drel='k7p:hokara' vpos='vib_2' name='dayoDI' chunkId='NP3' chunkType='head:NP3' posn='40'>
5	para	PSP	<fs af='para,psp,,,,,,' drel='lwg__psp:dayoDI' name='para' chunkType='child:NP3' posn='50'>
6	KadZI	JJ	<fs af='KadZA,adj,f,sg,,,,' drel='pof:hokara' name='KadZI' chunkId='JJP' chunkType='head:JJP' posn='60'>
7	hokara	VM	<fs af='ho,v,any,any,any,,kara,kara' drel='vmod:bolI' name='hokara' chunkId='VGNF' chunkType='head:VGNF' posn='70'>
8	bolI	VM	<fs af='bola,v,f,sg,any,,yA,yA' name='bolI' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='80'>
9	kyoMjI	PRP	<fs af='kyoM,pn,any,sg,3,d,0,जी' drel='vmod:darAwe' name='kyoMjI' chunkId='NP4' chunkType='head:NP4' posn='90'>
10	darAwe	VM	<fs af='darA,v,m,sg,2h,,wA_hE,wA' drel='k2:bolI' vpos='tam_2' name='darAwe' chunkId='VGF2' chunkType='head:VGF2' stype='declarative' voicetype='active' posn='100'>
11	hEM	VAUX	<fs af='hE,v,any,sg,2h,,hE,hE' drel='lwg__vaux:darAwe' name='hEM' chunkType='child:VGF2' posn='110'>
12	.	SYM	<fs af='।,punc,,,,,,' drel='rsym:bolI' name='.' chunkId='BLK' chunkType='head:BLK' posn='120'>
</Sentence>

<Sentence id='3'>
1	iwanI	QF	<fs af='iwanA,avy,f,sg,,o,,' drel='nmod__adj:AvAja' name='iwanI' chunkType='child:NP' posn='10'>
2	rObIlI	JJ	<fs af='rObIlA,adj,f,sg,,o,,' drel='nmod__adj:AvAja' name='rObIlI' chunkType='child:NP' posn='20'>
3	AvAja	NN	<fs af='AvAja,n,f,sg,3,o,0_meM,0' drel='adv:hE' vpos='vib_4' name='AvAja' chunkId='NP' chunkType='head:NP' posn='30'>
4	meM	PSP	<fs af='meM,psp,,,,,,' drel='lwg__psp:AvAja' name='meM' chunkType='child:NP' posn='40'>
5	ye	PRP	<fs af='yaha,pn,any,sg,3,d,0,0' drel='k1s:hE' name='ye' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	Gara	NN	<fs af='Gara,n,m,sg,3,d,0,0' drel='k1:hE' name='Gara' chunkId='NP3' chunkType='head:NP3' posn='60'>
7	hE	VM	<fs af='hE,v,any,sg,3,,hE,hE' drel='ccof:NULL' name='hE' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='70'>
8	NULL	CC	<fs af='NULL,avy,,,,,,' name='NULL' chunkId='NULL__CCP' chunkType='head:NULL__CCP' mtype='non-gap'>
9	WAnA	NN	<fs af='WAnA,n,m,sg,3,d,0,0' drel='k1:NULL2' name='WAnA' chunkId='NP4' chunkType='head:NP4' posn='80'>
