<Sentence id='2'>
1	yuga	NNC	<fs af='yuga,n,m,sg,3,d,0,0' drel='pof__cn:yugAMwara' name='yuga' chunkType='child:NP' posn='10'>
2	-	SYM	<fs af='-,punc,,,,,,' drel='rsym:yugAMwara' name='-' chunkType='child:NP' posn='20'>
3	yugAMwara	NN	<fs af='yugAMwara,n,m,sg,3,o,0_se,0' drel='k7t:rahA' vpos='vib_4' name='yugAMwara' chunkId='NP' chunkType='head:NP' posn='30'>
4	se	PSP	<fs af='se,psp,,,,,,' drel='lwg__psp:yugAMwara' name='se' chunkType='child:NP' posn='40'>
5	uwwarAKaMda	NNP	<fs af='uwwarAKaMda,n,m,sg,3,d,0,0' drel='k1:rahA' name='uwwarAKaMda' chunkId='NP2' chunkType='head:NP2' posn='50'>
6	BArawIyoM	NN	<fs af='BArawIya,n,m,pl,3,o,0_ke_lie,0' drel='rt:rahA' vpos='vib_2_3' name='BArawIyoM' chunkId='NP3' chunkType='head:NP3' posn='60'>
7	ke	PSP	<fs af='ke,psp,,,,,,' drel='lwg__psp:BArawIyoM' name='ke' chunkType='child:NP3' posn='70'>
8	lie	PSP	<fs af='lie,psp,,,,,,' drel='lwg__psp:BArawIyoM' name='lie' chunkType='child:NP3' posn='80'>
9	AXyAwmika	JJ	<fs af='AXyAwmika,adj,any,any,,d,,' drel='nmod__adj:SaraNasWala' name='AXyAwmika' chunkType='child:NP4' posn='90'>
10	SaraNasWala	NN	<fs af='SaraNasWala,n,m,sg,3,d,0,0' drel='ccof:Ora' name='SaraNasWala' chunkId='NP4' chunkType='head:NP4' posn='100'>
11	Ora	CC	<fs af='Ora,avy,,,,,,' drel='k1s:rahA' name='Ora' chunkId='CCP' chunkType='head:CCP' posn='110'>
12	SAMwi	NNC	<fs af='SAMwi,n,f,sg,3,d,0,0' drel='pof__cn:praxAwA' name='SAMwi' chunkType='child:NP5' posn='120'>
13	praxAwA	NN	<fs af='praxAwA,n,m,sg,3,d,0,0' drel='ccof:Ora' name='praxAwA' chunkId='NP5' chunkType='head:NP5' posn='130'>
14	rahA	VM	<fs af='raha,v,m,sg,3,,yA_hE,yA' vpos='tam_2' name='rahA' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='140'>
15	hE	VAUX	<fs af='hE,v,any,sg,3,,hE,hE' drel='lwg__vaux:rahA' name='hE' chunkType='child:VGF' posn='150'>
16	.	SYM	<fs af='।,punc,,,,,,' drel='rsym:rahA' name='.' chunkId='BLK' chunkType='head:BLK' posn='160'>
</Sentence>

<Sentence id='3'>
1	prAgEwihAsika	JJ	<fs af='prAgEwihAsika,adj,any,any,,o,,' drel='nmod__adj:kAla' name='prAgEwihAsika' chunkType='child:NP' posn='10'>
2	kAla	NN	<fs af='kAla,n,m,sg,3,o,0_se,0' drel='k5:karawA' vpos='vib_3' name='kAla' chunkId='NP' chunkType='head:NP' posn='20'>
3	se	PSP	<fs af='se,psp,,,,,,' drel='lwg__psp:kAla' name='se' chunkType='child:NP' posn='30'>
4	qRi	NNC	<fs af='qRi,n,m,pl,3,d,0,0' drel='pof__cn:muniyoM' name='qRi' chunkType='child:NP2' posn='40'>
5	-	SYM	<fs af='-,punc,,,,,,' drel='rsym:muniyoM' name='-' chunkType='child:NP2' posn='50'>
6	muniyoM	NN	<fs af='muni,n,m,pl,3,o,0,0' drel='ccof:Ora' name='muniyoM' chunkId='NP2' chunkType='head:NP2' posn='60'>
7	Ora	CC	<fs af='Ora,avy,,,,,,' drel='k2:karawA' name='Ora' chunkId='CCP' chunkType='head:CCP' posn='70'>
