<Sentence id='1'>
1	जब	PRP	<fs af='जब,pn,,,,d,,' drel='k7t:निकलते' name='जब' chunkId='NP' chunkType='head:NP' coref=':NP7' posn='10'>
2	बहुत	INTF	<fs af='बहुत,avy,,,,,,' drel='jjmod__intf:बड़ी' name='बहुत' chunkType='child:NP2' posn='20'>
3	बड़ी	JJ	<fs af='बडा,adj,f,sg,,o,,' drel='nmod__adj:संख्या' name='बड़ी' chunkType='child:NP2' posn='30'>
4	संख्या	NN	<fs af='संख्या,n,f,sg,3,o,0_में,0' drel='k7:निकलते' vpos='vib_4' name='संख्या' chunkId='NP2' chunkType='head:NP2' posn='40'>
5	में	PSP	<fs af='में,psp,,,,,,' drel='lwg__psp:संख्या' name='में' chunkType='child:NP2' posn='50'>
6	विद्युतकण	NNC	<fs af='विद्युतकण,n,m,pl,3,d,0,0' drel='pof__cn:इलेक्ट्रॉन' name='विद्युतकण' chunkType='child:NP3' posn='60'>
7	'	SYM	<fs af='SINGLE_QUOTE,punc,,,,,,' drel='rsym:इलेक्ट्रॉन' chunkType='child:NP3' posn='70'>
8	इलेक्ट्रॉन	NN	<fs af='इलेक्ट्रॉन,n,m,pl,3,d,0,0' drel='k1:निकलते' name='इलेक्ट्रॉन' chunkId='NP3' chunkType='head:NP3' posn='80'>
9	'	SYM	<fs af='SINGLE_QUOTE,punc,,,,,,' drel='rsym:इलेक्ट्रॉन' name='2' chunkType='child:NP3' posn='90'>
10	पृथ्वी	NN	<fs af='पृथ्वी,n,f,sg,3,o,0_का_ओर,0' drel='rd:निकलते' vpos='vib_2_3' name='पृथ्वी' chunkId='NP4' chunkType='head:NP4' posn='100'>
11	की	PSP	<fs af='का,psp,f,sg,,d,,' drel='lwg__psp:पृथ्वी' name='की' chunkType='child:NP4' posn='110'>
12	ओर	NST	<fs af='ओर,nst,f,sg,3,d,,' drel='lwg__psp:पृथ्वी' name='ओर' chunkType='child:NP4' posn='120'>
13	बड़े	JJ	<fs af='बडा,adj,m,sg,,o,,' drel='nmod__adj:वेग' name='बड़े' chunkType='child:NP5' posn='130'>
14	वेग	NN	<fs af='वेग,n,m,sg,3,o,0_से,0' drel='adv:निकलते' vpos='vib_3' name='वेग' chunkId='NP5' chunkType='head:NP5' posn='140'>
15	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:वेग' name='से' chunkType='child:NP5' posn='150'>
16	चुंबकीय	JJ	<fs af='चुंबकीय,adj,any,any,,o,,' drel='nmod__adj:क्षेत्र' name='चुंबकीय' chunkType='child:NP6' posn='160'>
17	क्षेत्र	NN	<fs af='क्षेत्र,n,m,sg,3,o,0_से,0' drel='k2p:होकर' vpos='vib_3' name='क्षेत्र' chunkId='NP6' chunkType='head:NP6' posn='170'>
18	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:क्षेत्र' name='से2' chunkType='child:NP6' posn='180'>
19	होकर	VM	<fs af='हो,v,any,any,any,,कर,kara' drel='vmod:निकलते' name='होकर' chunkId='VGNF' chunkType='head:VGNF' posn='190'>
20	निकलते	VM	<fs af='निकल,v,m,pl,3,,ता_है,wA' drel='nmod__relc:तो' vpos='tam_2' name='निकलते' chunkId='VGF' chunkType='head:VGF' stype='declarative' voicetype='active' posn='200'>
21	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' drel='lwg__vaux:निकलते' name='हैं' chunkType='child:VGF' posn='210'>
22	तो	PRP	<fs af='तो,pn,,,,d,,' drel='k7t:जलने' name='तो' chunkId='NP7' chunkType='head:NP7' posn='220'>
23	वातावरण	NN	<fs af='वातावरण,n,m,sg,3,o,0_का,0' drel='r6:सतह' vpos='vib_2' name='वातावरण' chunkId='NP8' chunkType='head:NP8' posn='230'>
24	की	PSP	<fs af='का,psp,f,sg,,o,,' drel='lwg__psp:वातावरण' name='की2' chunkType='child:NP8' posn='240'>
25	ऊपरी	JJ	<fs af='ऊपरी,adj,any,any,,o,,' drel='nmod__adj:सतह' name='ऊपरी' chunkType='child:NP9' posn='250'>
26	सतह	NN	<fs af='सतह,n,f,sg,3,o,0_पर,0' drel='k7:जलने' vpos='vib_3' name='सतह' chunkId='NP9' chunkType='head:NP9' posn='260'>
27	पर	PSP	<fs af='पर,psp,,,,,,' drel='lwg__psp:सतह' name='पर' chunkType='child:NP9' posn='270'>
28	रगड़	NN	<fs af='रगड,n,f,sg,3,d,0,0' drel='pof:खाने' name='रगड़' chunkId='NP10' chunkType='head:NP10' posn='280'>
29	खाने	VM	<fs af='खा,v,any,any,any,o,ना_से,nA' drel='rh:जलने' vpos='tam_2' name='खाने' chunkId='VGNN' chunkType='head:VGNN' posn='290'>
30	से	PSP	<fs af='से,psp,,,,,,' drel='lwg__psp:खाने' name='से3' chunkType='child:VGNN' posn='300'>
31	इसमें	PRP	<fs af='यह,pn,any,sg,3,o,में,meM' drel='k7:जलने' name='इसमें' chunkId='NP11' chunkType='head:NP11' posn='310'>
32	व्याप्त	JJ	<fs af='व्याप्त,adj,any,any,,d,,' drel='nmod__adj:गैसें' name='व्याप्त' chunkType='child:NP12' posn='320'>
