<Sentence id='1'>			
1	((	NP	<fs   name='NP'  drel='k7t:VGF'>
1.1	piCale	JJ	<fs af='piCalA,adj,m,pl,,o,,' posn='10'  name='पिछले'>
1.2	xinoM	NN	<fs af='xina,n,m,pl,3,o,0,0' posn='20'  name='दिनों'>
	))
2	((	BLK	<fs   drel='pof:VGNF'  name='BLK'>
2.1	rilIja	UNK	<fs af='rilIja,unk,,,,,,' name='रिलीज'  posn='30'>
	))
3	((	VGNF	<fs   drel='nmod__k1inv:NP2'  name='VGNF'>
3.1	huI	VM	<fs af='ho,v,f,sg,any,,yA,yA' name='हुई'  posn='40'>
	))
4	((	NP	<fs   name='NP2'  drel='r6:NP3'>
4.1	hOYlIvuda	NNP	<fs af='hOYlIvuda,n,m,sg,3,o,0,0' name='हॉलीवुड'  posn='50'>
4.2	kI	PSP	<fs af='kA,psp,f,sg,,d,,' name='की'  posn='60'>
	))
5	((	NP	<fs   name='NP3'  drel='rs:NP4'>
5.1	Pilma	NN	<fs af='Pilma,n,f,sg,3,d,0,0' name='फिल्म'  posn='70'>
	))
6	((	NP	<fs   drel='r6:NP5'  name='NP4'>
6.1	'1	SYM	<fs af='1,punc,,,,,,' posn='80'  name='1'>
6.2	xi	NNPC	<fs af='xi,n,m,sg,3,d,0,0' name='दि'  posn='90'>
6.3	de	NNPC	<fs af='de,n,m,sg,3,d,0,0' posn='100'  name='डे'>
6.4	APtara	NNPC	<fs af='APtara,n,m,sg,3,d,0,0' name='आफ्टर'  posn='110'>
6.5	tumAro	NNP	<fs af='tumAro,n,m,sg,3,o,0,0' posn='120'  name='टुमारो'>
6.6	'2	SYM	<fs af='2,punc,,,,,,' posn='130'  name='2'>
6.7	ke	PSP	<fs af='kA,psp,m,pl,,d,,' posn='140'  name='के'>
	))
7	((	NP	<fs   drel='k7p:VGNN2'  name='NP5'>
7.1	xqSyoM	NN	<fs af='xqSya,n,m,pl,3,o,0,0' posn='150'  name='दृश्यों'>
7.2	meM	PSP	<fs af='meM,psp,,,,,,' posn='160'  name='में'>
	))
8	((	NP	<fs   name='NP6'  drel='ccof:CCP'>
8.1	globala	NNC	<fs af='globala,adj,any,any,,d,,' name='ग्लोबल'  posn='170'>
8.2	vArmiMga	NN	<fs af='vArmiMga,n,m,sg,3,d,0,0' name='वार्मिंग'  posn='180'>
	))
9	((	CCP	<fs   drel='rs:NP7'  name='CCP'>
9.1	yAni	CC	<fs af='yAni,avy,,,,,,' posn='190'  name='यानि'>
	))
10	((	NP	<fs   drel='k2:VGNN'  name='NP7'>
10.1	vESvika	NNC	<fs af='vESvika,adj,any,any,,d,,' posn='200'  name='वैश्विक'>
10.2	wApamAna	NN	<fs af='wApamAna,n,m,sg,3,d,0,0' posn='210'  name='तापमान'>
	))
11	((	VGNN	<fs   drel='rh:VGNN2'  name='VGNN'>
11.1	baDZane	VM	<fs af='baDa,v,any,any,any,o,nA,nA' posn='220'  name='बढ़ने'>
11.2	se	PSP	<fs af='se,psp,,,,,,s' posn='230'  name='से'>
	))
12	((	NP	<fs   drel='k7p:VGNN2'  name='NP8'>
12.1	xuniyA	NN	<fs af='xuniyA,n,f,sg,3,o,0,0' posn='240'  name='दुनिया'>
12.2	para	PSP	<fs af='para,psp,,,,,,' name='पर'  posn='250'>
	))
13	((	VGNN	<fs   drel='nmod:NP9'  name='VGNN2'>
13.1	padZane	VM	<fs af='pada,v,any,any,any,o,nA,nA' posn='260'  name='पड़ने'>
13.2	vAle	PSP	<fs af='vAlA,psp,m,sg,,o,,' posn='270'  name='वाले'>
	))
14	((	NP	<fs   name='NP9'  drel='k2:VGNF2'>
14.1	praBAva	NN	<fs af='praBAva,n,m,sg,3,o,0,0' name='प्रभाव'  posn='280'>
14.2	ko	PSP	<fs af='ko,psp,,,,,,' posn='290'  name='को'>
	))
15	((	VGNF	<fs   drel='vmod:VGF'  name='VGNF2'>
15.1	xeKakara	VM	<fs af='xeKa,v,any,any,any,,kara,kara' name='देखकर'  posn='300'>
	))
16	((	NP	<fs   drel='k1:VGF'  name='NP10'>
16.1	amarIkI	NN	<fs af='amarIkI,n,m,pl,3,d,0,0' poslcat='NM'  name='अमरीकी'  posn='310'>
	))
17	((	JJP	<fs   drel='k1s:VGF'  name='JJP'>
17.1	ciMwiwa	JJ	<fs af='ciMwiwa,adj,any,any,,,,' name='चिंतित'  posn='320'>
	))
18	((	VGF	<fs   name='VGF'  stype='declarative'  voicetype='active'>
18.1	hEM	VM	<fs af='hE,v,any,pl,3,,hE,hE' name='हैं'  posn='330'>
	))
19	((	BLK	<fs   drel='rsym:VGF'  name='BLK2'>
19.1	.	SYM	<fs af='।,punc,,,,,,' posn='340'  name='।'>
	))
</Sentence>			
<Sentence id='2'>			
1	((	CCP	<fs   name='CCP'>
1.1	lekina	CC	<fs af='lekina,avy,,,,,,' posn='10'  name='लेकिन'>
	))
2	((	NP	<fs   name='NP'  drel='rh:VGF'>
2.1	isa	DEM	<fs af='yaha,pn,any,sg,3,o,,' posn='20'  name='इस'>
2.2	SoXa	NN	<fs af='SoXa,n,m,sg,3,o,0,0' posn='30'  name='शोध'>
2.3	se	PSP	<fs af='se,psp,,,,,,s' posn='40'  name='से'>
	))
3	((	NP	<fs   name='NP2'  drel='r6:NP3'>
3.1	logoM	NN	<fs af='loga,n,m,pl,3,o,0,0' name='लोगों'  posn='50'>
3.2	kI	PSP	<fs af='kA,psp,f,sg,,d,,' posn='60'  name='की'>
	))
4	((	NP	<fs   drel='k1:VGF'  name='NP3'>
4.1	ciMwA	NN	<fs af='ciMwA,n,f,sg,3,d,0,0' name='चिंता'  posn='70'>
	))
5	((	JJP	<fs   name='JJP'  drel='adv:VGF'>
5.1	Ora	QF	<fs af='Ora,avy,,,,,,' posn='80'  name='और'>
	))
6	((	VGF	<fs   voicetype='active'  stype='declarative'  drel='ccof:CCP'  name='VGF'>
6.1	baDZa	VM	<fs af='baDa,v,any,any,any,,0,0' posn='90'  name='बढ़'>
6.2	jAegI	VAUX	<fs af='jA,v,f,sg,3,,gA,gA' name='जाएगी'  posn='100'>
	))
7	((	BLK	<fs   name='BLK'  drel='rsym:CCP'>
7.1	.	SYM	<fs af='।,punc,,,,,,' posn='110'  name='।'>
	))
</Sentence>			
<Sentence id='3'>			
1	((	NP	<fs   name='NP'  drel='k7t:VGNF'>
1.1	hAla	NN	<fs af='hAla,n,m,sg,3,o,0,0' name='हाल'  posn='10'>
1.2	hI	RP	<fs af='hI,avy,,,,,,' posn='20'  name='ही'>
1.3	meM	PSP	<fs af='meM,psp,,,,,,' name='में'  posn='30'>
	))
2	((	VGNF	<fs   drel='nmod__pofinv:NP2'  name='VGNF'>
2.1	kie	VM	<fs af='kara,v,any,any,any,,yA,yA' posn='40'  name='किए'>
2.2	gae	VAUX	<fs af='jA,v,any,any,any,,yA1,yA1' name='गए'  posn='50'>
	))
3	((	NP	<fs   drel='k7t:VGF'  name='NP2'>
3.1	eka	QC	<fs af='eka,num,any,any,,any,,' posn='60'  name='एक'>
3.2	aXyayana	NN	<fs af='aXyayana,n,m,sg,3,o,0,0' posn='70'  name='अध्ययन'>
3.3	ke	PSP	<fs af='ke,psp,,,,,,' posn='80'  name='के'>
3.4	bAxa	NST	<fs af='bAxa,nst,m,sg,3,d,,' name='बाद'  posn='90'>
	))
4	((	NP	<fs   drel='k1:VGNN'  name='NP3'>
4.1	amerikI	JJ	<fs af='amerikI,adj,any,any,,o,,' posn='100'  name='अमेरिकी'>
4.2	vijFAniyoM	NN	<fs af='vijFAnI,n,m,pl,3,o,0,0' name='विज्ञानियों'  posn='110'>
4.3	kA	PSP	<fs af='kA,psp,m,sg,,d,,' posn='120'  name='का'>
	))
5	((	VGNN	<fs   drel='k1:VGF'  name='VGNN'>
5.1	kahanA	VM	<fs af='kaha,v,any,any,any,d,nA,nA' posn='130'  name='कहना'>
	))
6	((	VGF	<fs   name='VGF'  voicetype='active'  stype='declarative'>
6.1	hE	VM	<fs af='hE,v,any,sg,3,,hE,hE' posn='140'  name='है'>
	))
7	((	CCP	<fs   name='CCP'  drel='k2:VGNN'>
7.1	ki	CC	<fs af='ki,avy,,,,,,' name='कि'  posn='150'>
	))
8	((	NP	<fs   drel='k7p:VGF2'  name='NP4'>
8.1	pqWvI	NN	<fs af='pqWvI,n,f,sg,3,o,0,0' name='पृथ्वी'  posn='160'>
8.2	para	PSP	<fs af='para,psp,,,,,,' posn='170'  name='पर'>
	))
9	((	NP	<fs   drel='k1u:VGF2'  name='NP5'>
9.1	piCale	JJ	<fs af='piCalA,adj,m,pl,,o,,' name='पिछले'  posn='180'>
9.2	pacAsa	QC	<fs af='pacAsa,num,any,any,,any,,' name='पचास'  posn='190'>
9.3	varRoM	NN	<fs af='varRa,n,m,pl,3,o,0,0' name='वर्षों'  posn='200'>
9.4	ke	PSP	<fs af='ke,psp,m,,,o,,' name='के2'  posn='210'>
9.5	mukAbale	PSP	<fs af='mukAbale,n,m,,,o,,' posn='220'  name='मुकाबले'>
	))
10	((	NP	<fs   name='NP6'  drel='r6:NP7'>
10.1	sUrya	NN	<fs af='sUrya,n,m,sg,3,o,0,0' posn='230'  name='सूर्य'>
10.2	kI	PSP	<fs af='kA,psp,f,sg,,d,,' name='की'  posn='240'>
	))
11	((	NP	<fs   drel='k1:VGF2'  name='NP7'>
11.1	roSanI	NN	<fs af='roSanI,n,f,sg,3,d,0,0' name='रोशनी'  posn='250'>
	))
12	((	JJP	<fs   name='JJP'  drel='k1s:VGF2'>
12.1	kama	QF	<fs af='kama,avy,,,,,,' posn='260'  name='कम'>
	))
13	((	VGF	<fs   drel='ccof:CCP'  stype='declarative'  voicetype='active'  name='VGF2'>
13.1	pahuMca	VM	<fs af='pahuMca,v,any,any,any,,0,0' posn='270'  name='पहुंच'>
13.2	rahI	VAUX	<fs af='raha,v,f,sg,any,,yA,yA' name='रही'  posn='280'>
13.3	hE	VAUX	<fs af='hE,v,any,sg,3,,hE,hE' posn='290'  name='है2'>
	))
14	((	BLK	<fs   drel='rsym:VGF'  name='BLK'>
14.1	.	SYM	<fs af='।,punc,,,,,,' name='।'  posn='300'>
	))
</Sentence>			
<Sentence id='4'>			
1	((	NP	<fs   drel='k1:VGF'  name='NP'>
1.1	vijFAniyoM	NN	<fs af='vijFAnI,n,m,pl,3,o,0,0' posn='10'  name='विज्ञानियों'>
1.2	ne	PSP	<fs af='ne,psp,,,,,,' name='ने'  posn='20'>
	))
2	((	NP	<fs   name='NP2'  drel='k4:VGF'>
2.1	ise	PRP	<fs af='yaha,pn,any,sg,3,o,,' name='इसे'  posn='30'>
	))
3	((	NP	<fs   name='NP3'  drel='k2:VGF'>
3.1	'1	SYM	<fs af='1,punc,,,,,,' name='1'  posn='40'>
3.2	globala	NNC	<fs af='globala,adj,any,any,,d,,' posn='50'  name='ग्लोबल'>
3.3	dimiMga	NN	<fs af='dimiMga,n,f,sg,3,d,0,0' name='डिमिंग'  posn='60'>
3.4	'2	SYM	<fs af='2,punc,,,,,,' posn='70'  name='2'>
	))
4	((	CCP	<fs   name='CCP'  drel='rs:NP3'>
4.1	yAni	CC	<fs af='yAni,avy,,,,,,' name='यानि'  posn='80'>
	))
5	((	NP	<fs   name='NP4'  drel='ccof:CCP'>
5.1	'1	SYM	<fs af='1,punc,,,,,,' posn='90'  name='12'>
5.2	vESvika	NNC	<fs af='vESvika,adj,any,any,any,d,,' name='वैश्विक'  posn='100'>
5.3	XuMXalApana	NN	<fs af='XuzXalApana,n,m,sg,3,d,0,0' name='धुंधलापन'  posn='110'>
5.4	'2	SYM	<fs af='2,punc,,,,,,' name='22'  posn='120'>
	))
6	((	NP	<fs   drel='pof:VGF'  name='NP5'>
6.1	nAma	NN	<fs af='nAma,n,m,sg,3,d,0,0' name='नाम'  posn='130'>
	))
7	((	VGF	<fs   stype='declarative'  voicetype='active'  name='VGF'>
7.1	xiyA	VM	<fs af='xe,v,m,sg,any,,yA,yA' posn='140'  name='दिया'>
7.2	hE	VAUX	<fs af='hE,v,any,sg,3,,hE,hE' name='है'  posn='150'>
	))
8	((	BLK	<fs   name='BLK'  drel='rsym:VGF'>
8.1	.	SYM	<fs af='।,punc,,,,,,' posn='160'  name='।'>
	))
</Sentence>			
<Sentence id='5'>			
1	((	NP	<fs   name='NP'  drel='k7t:VGF'>
1.1	1985	NNP	<fs af='1985,n,m,sg,3,o,0,0' name='१९८५'  posn='10'>
1.2	meM	PSP	<fs af='meM,psp,,,,,,' name='में'  posn='20'>
	))
2	((	NP	<fs   name='NP2'  drel='r6:NP3'>
2.1	BUgola	NNP	<fs af='BUgola,n,m,sg,3,o,0,0' posn='30'  name='भूगोल'>
2.2	ke	PSP	<fs af='kA,psp,m,sg,,o,,' name='के'  posn='130'>
	))
3	((	JJP	<fs   drel='nmod:NP3'  name='JJP'>
3.1	jAne	JJC	<fs af='jAne,adj,m,sg,,d,,' posn='50'  name='जाने'>
3.2	-	SYM	<fs af='-,punc,,,,,,' posn='60'  name='-'>
3.3	mAne	JJ	<fs af='mAne,adj,m,sg,,o,,' name='माने'  posn='70'>
	))
4	((	NP	<fs   drel='k1:VGF'  name='NP3'>
4.1	aXyayanakarwA	NN	<fs af='aXyayanakarwA,n,m,sg,3,o,0,0' posn='80'  name='अध्ययनकर्ता'>
4.2	ne	PSP	<fs af='ne,psp,,,,,,' posn='90'  name='ने'>
	))
5	((	NP	<fs   name='NP4'  drel='k7p:VGNF'>
